aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,0,0.031,0.0014358976623043418
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,1,0.045,0.001969160744920373
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,2,0.0501,0.0023994578514248133
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,3,0.0241,0.0027861534617841244
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,4,0.0285,0.003132936544716358
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,5,0.0192,0.003454193938523531
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,6,0.0273,0.0037535291630774736
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,7,0.0297,0.004032582975924015
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,8,0.0232,0.004300048109143972
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,9,0.0393,0.004552701022475958
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,10,0.0277,0.004799152258783579
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,11,0.02,0.005033154971897602
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,12,0.0238,0.00525966752320528
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,13,0.0229,0.005477763246744871
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,14,0.0282,0.005687755532562733
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,15,0.0213,0.005891790613532066
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,16,0.0215,0.006092422641813755
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,17,0.0154,0.006287604104727507
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,18,0.0188,0.0064762854017317295
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,19,0.0173,0.0066613974049687386
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,20,0.0206,0.006843479350209236
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,21,0.0185,0.007021403405815363
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,22,0.0205,0.0071948557160794735
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,23,0.0206,0.007366355508565903
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,24,0.0182,0.0075330487452447414
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,25,0.0159,0.007699567824602127
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,26,0.0149,0.007861805148422718
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,27,0.0156,0.008021901361644268
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,28,0.0174,0.008179735392332077
