aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,29,0.0146,0.008334293961524963
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,30,0.014,0.008487589657306671
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,31,0.0175,0.00863901898264885
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,32,0.0204,0.00878983736038208
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,33,0.0148,0.008938084356486797
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,34,0.0124,0.009084605611860752
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,35,0.0136,0.00922873429954052
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,36,0.0147,0.009371945634484291
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,37,0.0108,0.009512676857411861
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.05,resnet18,38,0.0132,0.009652337059378624
