aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,0,0.0985,0.0014255214482545853
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,1,0.04,0.00195488752797246
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,2,0.0684,0.0023853422608226538
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,3,0.0311,0.0027691666036844254
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,4,0.0197,0.0031169839203357697
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,5,0.0215,0.0034383898600935936
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,6,0.0274,0.0037370629142969847
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,7,0.0338,0.004016617313027382
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,8,0.0241,0.004282292444258928
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,9,0.0382,0.004531161393970251
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,10,0.0326,0.0047749485820531845
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,11,0.017,0.005008254665881395
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,12,0.0257,0.005232635885477066
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,13,0.023,0.005448623094707727
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,14,0.0258,0.005657756235450506
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,15,0.0218,0.005861097015440464
