aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,16,0.0174,0.006061062216758728
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,17,0.0174,0.00625523179769516
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,18,0.0164,0.006442812737077475
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,19,0.0182,0.006627507042139769
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,20,0.0193,0.006807507481426001
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,21,0.0213,0.006984713487327099
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,22,0.0228,0.0071591273881495
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,23,0.0189,0.007329531945288181
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,24,0.0195,0.007496051024645567
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,25,0.0147,0.007661500014364719
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,26,0.0107,0.007822902873158455
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,27,0.0144,0.007981611415743828
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,28,0.0166,0.008138645440340042
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,29,0.0134,0.008293818682432175
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,30,0.0152,0.008446307852864265
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,31,0.0152,0.008597185835242271
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,32,0.0204,0.008747669868171215
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,33,0.0129,0.008896120823919773
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,34,0.0126,0.009042610414326191
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,35,0.0123,0.009186143055558205
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,36,0.0118,0.009329411201179028
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,37,0.0109,0.009469726122915745
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,38,0.0144,0.009609692730009556
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,39,0.0151,0.009747294709086418
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,40,0.0166,0.00988383311778307
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.05,resnet18,41,0.0141,0.010018904693424702
