aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,66,0.0171,0.0031367316842079163
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,67,0.0208,0.0031607039272785187
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,68,0.0173,0.003184695728123188
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,69,0.0183,0.0032082083635032177
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,70,0.02,0.003231615526601672
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,71,0.0167,0.0032547363080084324
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,72,0.0162,0.0032779620960354805
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,73,0.0175,0.003301068441942334
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,74,0.0219,0.0033239887561649084
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,75,0.0173,0.003346784273162484
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,76,0.0239,0.0033696023747324944
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,77,0.015,0.0033922656439244747
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,78,0.0186,0.0034146520774811506
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,79,0.0191,0.0034370908979326487
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,80,0.0187,0.0034591294825077057
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,81,0.0191,0.0034807445481419563
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,82,0.0253,0.003502235282212496
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,83,0.0244,0.00352410483174026
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,84,0.0162,0.003545746672898531
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,85,0.021,0.0035668793134391308
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,86,0.0145,0.00358835537917912
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,87,0.0172,0.0036095373798161745
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,88,0.0212,0.0036308937706053257
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,89,0.0166,0.0036521092988550663
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,90,0.0174,0.0036732854787260294
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,91,0.0204,0.00369428563863039
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,92,0.0154,0.003715147729963064
