aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,0,0.0748,0.00047513312892988324
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,1,0.0731,0.000642217171844095
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,2,0.109,0.0007623215788044035
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,3,0.0385,0.0008611577795818448
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,4,0.0487,0.0009443366434425116
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,5,0.0309,0.0010183786507695913
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,6,0.0462,0.0010857239831238985
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,7,0.0354,0.001149043207988143
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,8,0.0513,0.0012096434365957975
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,9,0.0501,0.001265971688553691
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,10,0.0458,0.0013200496323406696
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,11,0.0309,0.0013712698128074408
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,12,0.0384,0.0014219299191609025
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,13,0.0406,0.0014704879140481353
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,14,0.0386,0.0015168309910222888
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,15,0.0312,0.0015620342455804348
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,16,0.0383,0.001606745645403862
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,17,0.0329,0.001649924903176725
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,18,0.0336,0.0016920388443395495
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,19,0.042,0.0017335255397483706
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,20,0.0377,0.00177394924685359
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,21,0.0434,0.0018134149722754955
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,22,0.0344,0.00185172981582582
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,23,0.041,0.0018899762071669102
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,24,0.0357,0.001927145873196423
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,25,0.0277,0.001963402144610882
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,26,0.0271,0.0019992964807897806
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,27,0.035,0.0020344583317637444
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,28,0.0331,0.0020686753559857607
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,29,0.0234,0.002102506812661886
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,30,0.0228,0.0021363445557653904
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,31,0.0332,0.0021692663431167603
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,32,0.0337,0.002201835624873638
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,33,0.035,0.0022343993186950684
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,34,0.0249,0.00226635136641562
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,35,0.028,0.0022977986373007298
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,36,0.0298,0.0023289646487683058
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,37,0.0189,0.0023592335637658834
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,38,0.0321,0.0023895897902548313
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,39,0.0235,0.0024194407742470503
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,40,0.0234,0.0024491166695952415
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,41,0.0246,0.0024785883724689484
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,42,0.0282,0.002507932251319289
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,43,0.0254,0.002536768326535821
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,44,0.0302,0.0025652640033513308
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,45,0.0212,0.0025934968143701553
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,46,0.0319,0.0026212106458842754
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,47,0.0245,0.0026490010786801577
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,48,0.0232,0.002676654141396284
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,49,0.0233,0.0027036096435040236
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,50,0.0233,0.0027307632844895124
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,51,0.0277,0.002757433569058776
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,52,0.0213,0.0027841576375067234
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,53,0.0259,0.0028102081269025803
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,54,0.0233,0.002836383180692792
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,55,0.0178,0.0028621749952435493
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,56,0.0213,0.0028878303710371256
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,57,0.0202,0.002913783071562648
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,58,0.0203,0.0029396195895969868
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,59,0.0266,0.0029650074429810047
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,60,0.0208,0.0029899084474891424
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,61,0.0206,0.0030146650969982147
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,62,0.0248,0.003039443399757147
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,63,0.022,0.003064182586967945
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,64,0.0203,0.0030882745049893856
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,10.0,1,0.01,resnet18,65,0.0272,0.0031129068229347467
