aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,60,0.0212,0.0030052128713577986
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,61,0.0203,0.003030192106962204
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,62,0.0207,0.0030548449140042067
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,63,0.0212,0.0030792865436524153
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,64,0.0206,0.0031033759005367756
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,65,0.0201,0.00312765478156507
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,66,0.0176,0.0031516295857727528
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,67,0.0206,0.0031755592208355665
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,68,0.0214,0.0031991489231586456
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,69,0.0193,0.0032227355986833572
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,70,0.019,0.0032459127251058817
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,71,0.0203,0.0032689711079001427
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,72,0.0169,0.003291860455647111
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,73,0.0188,0.003314846195280552
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,74,0.0195,0.003337652888149023
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,75,0.0187,0.003360661445185542
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,76,0.0207,0.0033832828048616648
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,77,0.0174,0.00340588903054595
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,78,0.018,0.0034283616114407778
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,79,0.0196,0.0034506493248045444
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,80,0.0191,0.0034725998993963003
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,81,0.0214,0.0034943383652716875
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,82,0.0234,0.003516047028824687
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,83,0.022,0.003537531942129135
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,84,0.0183,0.0035590841434895992
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,85,0.0196,0.003580280113965273
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,86,0.0187,0.0036016583908349276
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,87,0.0167,0.003622936550527811
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,88,0.0208,0.0036442214623093605
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,89,0.0185,0.0036654036957770586
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,90,0.0178,0.003686413401737809
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,1.0,1,0.01,resnet18,91,0.0198,0.003707312745973468
