aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,model_variance_mean
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,0,1.0060614347457886,0.1628,0.0005094854277558625
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,5,1.006147861480713,0.3814,0.0010520099895074964
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,11,1.0062408447265625,0.512,0.0014978684484958649
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,16,1.0063077211380005,0.5222,0.0017980026314035058
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,22,1.0063836574554443,0.5417,0.0021104211919009686
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,27,1.006447672843933,0.5801,0.002345491200685501
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,33,1.0065146684646606,0.568,0.0026027169078588486
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,38,1.0065795183181763,0.5854,0.002803028794005513
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,44,1.0066488981246948,0.6014,0.0030254339799284935
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,50,1.0067204236984253,0.5939,0.0032337887678295374
