aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,30,0.0242,0.0021416996605694294
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,31,0.0367,0.0021745197009295225
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,32,0.0344,0.0022073211148381233
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,33,0.036,0.002240242902189493
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,34,0.0255,0.0022721344139426947
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,35,0.0232,0.00230375025421381
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,36,0.0212,0.002334923017770052
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,37,0.0195,0.0023657972924411297
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,38,0.0299,0.002395927906036377
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,39,0.0217,0.0024259097408503294
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,40,0.0222,0.0024552135728299618
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,41,0.0257,0.002484859200194478
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,42,0.0272,0.002514470834285021
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,43,0.0255,0.0025432372931391
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,44,0.0272,0.002572024008259177
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,45,0.0167,0.0026001075748354197
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,46,0.0284,0.002627963200211525
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,47,0.0182,0.002655991353094578
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,48,0.019,0.002683240920305252
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,49,0.0198,0.0027103452011942863
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,50,0.0215,0.002737237373366952
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,51,0.0244,0.0027639390900731087
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,52,0.0273,0.002790633821859956
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,53,0.0229,0.002816459396854043
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,54,0.0217,0.002842704299837351
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,55,0.0165,0.0028680667746812105
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,56,0.0228,0.0028939649928361177
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,57,0.0197,0.0029196853283792734
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,58,0.0223,0.002945003565400839
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,59,0.0247,0.002970298519358039
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,60,0.019,0.002995012328028679
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,61,0.0204,0.00301977526396513
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,62,0.0201,0.003044543555006385
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,63,0.0158,0.0030691721476614475
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,64,0.0195,0.0030934244859963655
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,65,0.0197,0.003118047257885337
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,66,0.0189,0.003141730325296521
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,67,0.0205,0.003165551694110036
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,68,0.0205,0.003189378883689642
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,69,0.0196,0.0032127925660461187
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,70,0.0201,0.0032362903002649546
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,71,0.0154,0.00325915589928627
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,72,0.0145,0.0032822147477418184
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,73,0.0156,0.003305434947833419
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,74,0.0178,0.0033283245284110308
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,75,0.0159,0.0033510560169816017
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,76,0.0203,0.0033737458288669586
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,77,0.0157,0.003396404907107353
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,78,0.0202,0.003418560605496168
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,79,0.0193,0.0034408573992550373
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,80,0.0182,0.003462980967015028
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,81,0.018,0.0034845597110688686
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,82,0.0197,0.0035061577800661325
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,83,0.0223,0.003527906257659197
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,84,0.0168,0.0035495071206241846
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,85,0.0176,0.00357071403414011
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,86,0.0202,0.0035920843947678804
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,87,0.0159,0.00361331133171916
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,88,0.0198,0.003634526627138257
