aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,0,0.0633,0.00047032078146003187
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,1,0.0543,0.0006369420443661511
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,2,0.0973,0.000755896617192775
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,3,0.0455,0.0008565303287468851
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,4,0.0447,0.0009396733366884291
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,5,0.0326,0.0010147333377972245
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,6,0.0432,0.0010823984630405903
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,7,0.0413,0.0011458485387265682
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,8,0.0459,0.0012070013908669353
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,9,0.0542,0.0012635303428396583
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,10,0.0469,0.0013183382106944919
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,11,0.0389,0.0013703356962651014
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,12,0.0438,0.0014213195536285639
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,13,0.0367,0.0014709200477227569
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,14,0.038,0.0015173888532444835
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,15,0.0434,0.0015632794238626957
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,16,0.0323,0.0016087830299511552
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,17,0.0368,0.0016529556596651673
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,18,0.0302,0.0016954485327005386
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,19,0.038,0.0017370576970279217
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,20,0.0344,0.0017775541637092829
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,21,0.0458,0.0018175027798861265
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,22,0.0385,0.0018559152958914638
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,23,0.0337,0.0018943833420053124
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,24,0.0357,0.0019316264661028981
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,25,0.021,0.0019678499083966017
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,26,0.0226,0.002004127250984311
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,27,0.0331,0.002039763145148754
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,28,0.0293,0.002073979703709483
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,20.0,1,0.01,resnet18,29,0.0223,0.0021074446849524975
