aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,0,0.0834,0.0004745973274111748
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,1,0.0765,0.0006433846428990364
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,2,0.0854,0.0007642618147656322
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,3,0.0586,0.0008621481829322875
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,4,0.0515,0.0009452133090235293
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,5,0.0603,0.001018812065012753
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,6,0.0714,0.0010870849946513772
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,7,0.0587,0.0011498774401843548
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,8,0.0564,0.0012099744053557515
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,9,0.0599,0.0012659966014325619
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,10,0.0619,0.001320411916822195
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,11,0.0609,0.0013726269826292992
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,12,0.0631,0.0014222541358321905
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,13,0.0536,0.0014713359996676445
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,14,0.0457,0.0015189384575933218
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,15,0.057,0.001564915757626295
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,16,0.048,0.0016091776778921485
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,17,0.0481,0.0016528407577425241
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,18,0.0509,0.0016955098835751414
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,19,0.0402,0.0017367696855217218
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,20,0.0458,0.0017769901314750314
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,21,0.0482,0.0018162931082770228
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,22,0.0434,0.001855168491601944
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,23,0.0445,0.0018925858894363046
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,24,0.0518,0.0019299228442832828
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,25,0.0411,0.001966546755284071
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,26,0.0479,0.002002440160140395
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,27,0.0379,0.0020372781436890364
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,28,0.0427,0.0020723482593894005
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,29,0.0377,0.002106349216774106
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,30,0.0394,0.0021401841659098864
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,31,0.0376,0.0021736661437898874
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,32,0.0414,0.0022065609227865934
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,33,0.0424,0.002238893648609519
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,34,0.0343,0.0022704105358570814
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,35,0.0388,0.0023019039072096348
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,36,0.0429,0.002333068987354636
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,37,0.0401,0.0023635553661733866
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,38,0.0307,0.00239426433108747
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,39,0.0347,0.0024242382496595383
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,40,0.0368,0.0024538468569517136
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,41,0.0378,0.002482678508386016
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,42,0.0259,0.0025119255296885967
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,43,0.0322,0.0025404435582458973
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,44,0.0335,0.002568901749327779
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,45,0.0287,0.0025972856674343348
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,46,0.0323,0.002624978544190526
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,47,0.0331,0.00265250401571393
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,48,0.0321,0.002679877681657672
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,49,0.035,0.0027072152588516474
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,50,0.0274,0.0027341858949512243
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,51,0.0323,0.0027607122901827097
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,52,0.0269,0.002787207718938589
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,53,0.0252,0.002813732484355569
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,54,0.028,0.0028398979920893908
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,55,0.0275,0.0028657864313572645
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,56,0.0275,0.0028914459981024265
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,57,0.0271,0.0029172124341130257
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,58,0.0244,0.0029426950495690107
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,59,0.0308,0.002967679174616933
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,60,0.0307,0.002992804627865553
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,61,0.026,0.0030178793240338564
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,62,0.0292,0.0030424599535763264
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,63,0.0317,0.0030670049600303173
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,64,0.0309,0.003091513179242611
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,65,0.025,0.003115956438705325
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,66,0.0272,0.003139873268082738
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,67,0.027,0.0031639293301850557
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,68,0.0232,0.0031873241532593966
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,69,0.0267,0.0032108817249536514
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,70,0.0311,0.0032345284707844257
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,71,0.0241,0.0032578909303992987
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,72,0.0262,0.003281297395005822
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,73,0.0275,0.0033045560121536255
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,74,0.0275,0.003327700775116682
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,75,0.0326,0.0033504858147352934
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,76,0.0242,0.0033731881994754076
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,77,0.0279,0.0033957415726035833
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,78,0.0213,0.0034178222995251417
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,79,0.0221,0.0034401961602270603
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,80,0.0281,0.0034625481348484755
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,81,0.0261,0.0034844696056097746
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,82,0.0278,0.0035064939875155687
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,83,0.026,0.003528124652802944
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,84,0.0274,0.0035498240031301975
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,85,0.0224,0.003571425098925829
N/A,OneshotOurs,Tiny_alpha0.05,5.0,1,0.01,resnet18,86,0.0245,0.003592841327190399
