aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,59,0.0271,0.002962350845336914
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,60,0.0223,0.0029874276369810104
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,61,0.0219,0.0030120001174509525
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,62,0.0194,0.003036932786926627
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,63,0.0176,0.003061389084905386
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,64,0.0201,0.003085511736571789
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,65,0.0213,0.003109569428488612
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,66,0.0173,0.003133227815851569
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,67,0.0182,0.003157159546390176
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,68,0.0246,0.0031808668281883
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,69,0.0194,0.00320435781031847
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,70,0.019,0.003227752633392811
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,71,0.0169,0.0032509537413716316
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,72,0.0139,0.0032741453032940626
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,73,0.0186,0.0032969871535897255
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,74,0.0197,0.0033198753371834755
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,75,0.0152,0.003342690644785762
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,76,0.0198,0.0033651217818260193
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,77,0.0142,0.003387480741366744
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,78,0.0175,0.0034099514596164227
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,79,0.0163,0.003432262223213911
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,80,0.0156,0.0034544840455055237
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,81,0.0186,0.0034760041162371635
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,82,0.019,0.003497625235468149
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,83,0.0246,0.0035192701034247875
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,84,0.0182,0.0035409482661634684
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,85,0.0189,0.003562058787792921
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,86,0.0172,0.00358337489888072
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,87,0.0155,0.0036045790184289217
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,88,0.0172,0.003626009915024042
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,89,0.0183,0.0036472207866609097
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,90,0.0175,0.0036681671626865864
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,91,0.0201,0.0036890951450914145
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,92,0.0163,0.003709742333739996
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,Tiny_alpha0.05,5.0,1,0.01,resnet18,93,0.0169,0.003730316646397114
