aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,40,0.887564,0.4915872771972956,0.066251,0.004160452168434858
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,41,0.886659,0.4856714812538414,0.066769,0.004212292842566967
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,42,0.885861,0.49189459127228025,0.067272,0.004265048541128635
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,43,0.885181,0.4979640442532268,0.067706,0.004315014462918043
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,44,0.884593,0.4905885064535956,0.068135,0.004366463050246239
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,45,0.884112,0.5023432698217578,0.068486,0.0044160750694572926
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,46,0.883747,0.5050322679778734,0.068789,0.004465654958039522
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,47,0.883479,0.5026505838967424,0.069029,0.004514242056757212
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,48,0.883309,0.5039950829748002,0.069281,0.0045636920258402824
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,49,0.883262,0.5104102642901045,0.069493,0.00461180554702878
