aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,0,1.002682,0.3039,0.004096,0.00035619325353764
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,1,0.998225,0.3462,0.004988,0.0004453912260942161
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,2,0.993497,0.3585,0.005884,0.0005192110547795892
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,3,0.988445,0.3815,0.00685,0.000583118642680347
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,4,0.983329,0.415,0.00782,0.0006411705981008708
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,5,0.978139,0.4173,0.008987,0.0006997740129008889
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,6,0.973124,0.4473,0.009984,0.0007481806678697467
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,7,0.968241,0.4594,0.010956,0.0007953749736770988
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,8,0.963592,0.4661,0.011912,0.0008390482398681343
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,9,0.958923,0.4788,0.012784,0.0008835969492793083
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,10,0.954543,0.4947,0.013594,0.0009262606617994606
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,11,0.950407,0.5075,0.014496,0.0009663746459409595
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,12,0.946201,0.5251,0.015316,0.0010083880042657256
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,13,0.942145,0.5384,0.016251,0.0010519371135160327
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,14,0.938433,0.5239,0.016878,0.0010865556541830301
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,15,0.934825,0.5473,0.017537,0.0011222559260204434
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,16,0.931173,0.5615,0.018258,0.0011603290913626552
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,17,0.927656,0.5655,0.018981,0.0011986989993602037
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,18,0.924272,0.5754,0.019599,0.0012336152140051126
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,19,0.921112,0.5736,0.020172,0.0012670981232076883
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,20,0.917965,0.5892,0.020829,0.0013012936105951667
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,21,0.914895,0.5982,0.021424,0.0013353858375921845
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,22,0.911936,0.6131,0.021996,0.0013696065871044993
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,23,0.909164,0.6056,0.022519,0.0014000850496813655
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,24,0.906428,0.6101,0.023032,0.0014351812424138188
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,25,0.903756,0.6252,0.023548,0.0014680142048746347
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,26,0.901317,0.6253,0.023989,0.001497521996498108
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,27,0.899023,0.6386,0.024487,0.0015283309621736407
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,28,0.896718,0.6381,0.024863,0.0015599915059283376
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,29,0.894608,0.6472,0.025236,0.0015882655279710889
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,30,0.892557,0.6564,0.025638,0.001619771821424365
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,31,0.890727,0.6568,0.026036,0.0016459282487630844
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,32,0.888861,0.6511,0.026406,0.0016763663152232766
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,33,0.887182,0.654,0.026767,0.0017019956139847636
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,34,0.885594,0.6578,0.027027,0.0017300511244684458
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,35,0.884048,0.6692,0.027323,0.0017576079117134213
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,36,0.882658,0.6648,0.027561,0.001784313702955842
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,37,0.881321,0.6724,0.027785,0.001812733942642808
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,38,0.880137,0.6732,0.028059,0.0018386119045317173
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,39,0.878993,0.6802,0.028256,0.0018675511237233877
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,40,0.877985,0.6794,0.028471,0.001892804284580052
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,41,0.877111,0.6785,0.028661,0.0019174470799043775
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,42,0.876344,0.6839,0.028841,0.0019405231578275561
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,43,0.875667,0.6883,0.029003,0.00196638866327703
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,44,0.875075,0.6903,0.029158,0.0019911029376089573
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,45,0.874583,0.6968,0.0293,0.0020165673922747374
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,46,0.874199,0.7091,0.029429,0.0020401673391461372
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,47,0.873911,0.7102,0.029531,0.0020654110703617334
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,48,0.873722,0.7046,0.029604,0.0020895812194794416
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l10,10.0,1,0.05,resnet18,49,0.873641,0.7088,0.02967,0.002115121576935053
