aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,0,0.99937,0.3072,0.00442,0.0003547441156115383
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,1,0.990517,0.3475,0.006047,0.0004459758347366005
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,2,0.981236,0.3481,0.007705,0.0005196555866859853
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,3,0.971312,0.3838,0.009609,0.000583996472414583
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,4,0.961218,0.4152,0.011401,0.000643737381324172
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,5,0.951026,0.4166,0.013474,0.0007023854414001107
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,6,0.94108,0.4479,0.015102,0.0007532286690548062
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,7,0.931357,0.463,0.016876,0.0008027245639823377
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,8,0.922281,0.465,0.018467,0.0008463910780847073
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,9,0.91325,0.4814,0.019909,0.000891354400664568
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,10,0.904816,0.5001,0.021214,0.0009338087402284145
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,11,0.897127,0.5096,0.022544,0.0009721523383632302
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,12,0.889178,0.5247,0.023958,0.0010133556788787246
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,13,0.881528,0.5334,0.025577,0.0010565712582319975
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,14,0.874388,0.5241,0.026628,0.0010917364852502942
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,15,0.867582,0.5364,0.027745,0.001126450370065868
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,16,0.86078,0.5604,0.029074,0.0011648337822407484
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,17,0.854258,0.5633,0.030269,0.001203540014103055
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,18,0.848131,0.5673,0.031328,0.0012378558749333024
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,19,0.84233,0.5688,0.03229,0.0012700622901320457
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,20,0.836647,0.592,0.0333,0.0013038120232522488
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,21,0.831015,0.6017,0.034278,0.001338265836238861
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,22,0.825778,0.6057,0.035206,0.001371721620671451
