aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,32,0.215459,0.5209357713583282,0.294538,0.0037151610013097525
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,33,0.214957,0.5285033804548248,0.293993,0.0037690538447350264
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,34,0.214522,0.5168638598647818,0.293514,0.003823427250608802
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,35,0.214243,0.5163260602335586,0.293027,0.0038765771314501762
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,36,0.213942,0.5204363859864782,0.292486,0.003927961923182011
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,37,0.213879,0.5171327596803934,0.292242,0.003981387242674828
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,38,0.213954,0.5011524277811924,0.291999,0.004032446071505547
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,39,0.214042,0.5220881991395205,0.291718,0.004083041567355394
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,40,0.214455,0.5191303011677935,0.291803,0.004135631024837494
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,41,0.215024,0.49669637369391517,0.292051,0.004184051416814327
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,42,0.215672,0.5021127842655193,0.292326,0.004233682062476873
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,43,0.216352,0.5074139520590043,0.29262,0.004281619563698769
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,44,0.217302,0.510679164105716,0.293162,0.004328632261604071
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,45,0.218407,0.5176705593116164,0.293739,0.004374916199594736
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,46,0.219732,0.5086432083589428,0.29451,0.004422734957188368
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,47,0.221288,0.48778426551936077,0.295498,0.004468212835490704
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,48,0.223007,0.5057237246465888,0.296589,0.004513298161327839
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,50.0,1,0.05,resnet18,49,0.224956,0.4946220036877689,0.297878,0.004558584187179804
