aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,10,0.990407,0.3822,0.011719,0.0009439503774046898
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,11,0.988962,0.4264,0.012337,0.000982768484391272
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,12,0.987464,0.4378,0.012927,0.0010224474826827645
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,13,0.986046,0.4213,0.01348,0.0010574720799922943
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,14,0.98456,0.4377,0.014031,0.0010948454728350043
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,15,0.983164,0.4479,0.014609,0.0011304531944915652
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,16,0.981793,0.4188,0.015199,0.0011656817514449358
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,17,0.980395,0.4634,0.015778,0.001202680403366685
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,18,0.979155,0.4304,0.016302,0.0012327790027484298
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,19,0.977838,0.4663,0.016844,0.001266390667296946
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,20,0.976603,0.474,0.017385,0.0012987180380150676
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,21,0.975371,0.4692,0.017894,0.0013296353863552213
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,22,0.97423,0.4812,0.01839,0.0013608766021206975
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,23,0.973112,0.4932,0.018854,0.0013890783302485943
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,24,0.972049,0.4944,0.019335,0.0014187986962497234
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,25,0.971025,0.5005,0.01981,0.0014479976380243897
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,26,0.970021,0.5109,0.020247,0.0014769600238651037
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,27,0.969092,0.507,0.020702,0.0015064103063195944
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,28,0.968227,0.4851,0.021076,0.0015331387985497713
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,29,0.96733,0.5169,0.021488,0.0015618978068232536
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,30,0.96649,0.5296,0.021868,0.0015895342221483588
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,31,0.965682,0.511,0.022243,0.001616559224203229
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,32,0.964928,0.528,0.022605,0.0016441292827948928
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,33,0.964243,0.5187,0.022916,0.0016681884881109
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,34,0.963586,0.5598,0.023258,0.0016940283821895719
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,35,0.962935,0.5413,0.023562,0.0017219086876139045
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,36,0.962346,0.5459,0.023858,0.0017465451965108514
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,37,0.9618,0.5634,0.024137,0.0017699261661618948
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,38,0.961289,0.5677,0.024403,0.0017955696675926447
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,39,0.960798,0.5655,0.024664,0.0018194308504462242
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,40,0.960398,0.5682,0.024894,0.001844131271354854
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,41,0.960003,0.5516,0.025105,0.0018660443602129817
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,42,0.959678,0.5686,0.025306,0.0018900713184848428
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,43,0.959382,0.577,0.025489,0.0019142095698043704
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,44,0.95913,0.5623,0.025663,0.0019369892543181777
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,45,0.958921,0.5687,0.025812,0.0019588859286159277
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,46,0.958761,0.5788,0.02596,0.0019811561796814203
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,47,0.958643,0.573,0.026069,0.0020028839353471994
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,48,0.958565,0.5985,0.026164,0.002025407738983631
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,49,0.958533,0.5744,0.026259,0.0020488016307353973
