aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,0,1.004377,0.2909,0.003992,0.00035550855682231486
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,1,1.002189,0.3481,0.004675,0.0004441329510882497
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,2,0.999795,0.3526,0.005232,0.0005175255937501788
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,3,0.99722,0.3847,0.005791,0.0005828873836435378
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,4,0.99464,0.4192,0.006283,0.0006415629177354276
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,5,0.991966,0.4208,0.006874,0.0007003184291534126
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,6,0.989413,0.4387,0.007361,0.0007491101277992129
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,7,0.986853,0.4531,0.007923,0.0007989093428477645
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,8,0.984465,0.4667,0.008441,0.0008426730637438595
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,9,0.982021,0.4803,0.008916,0.0008889122982509434
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,10,0.979759,0.4993,0.009364,0.0009317383519373834
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,11,0.97763,0.509,0.009886,0.0009705637930892408
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,12,0.975458,0.5331,0.010364,0.0010133375180885196
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,13,0.97335,0.5366,0.010872,0.001056354958564043
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,14,0.971411,0.5272,0.011248,0.0010914697777479887
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,15,0.96951,0.5385,0.01166,0.0011280117323622108
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,16,0.967632,0.5665,0.012107,0.001165491878055036
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,17,0.965799,0.5597,0.01254,0.0012043791357427835
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,18,0.964023,0.575,0.012904,0.0012379989493638277
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,19,0.962354,0.5769,0.013289,0.001271129003725946
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,20,0.960706,0.5909,0.013683,0.00130550900939852
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,21,0.959072,0.6021,0.014081,0.0013399606104940176
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,22,0.957549,0.6102,0.014442,0.001373459817841649
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,23,0.956073,0.6028,0.014752,0.0014031504979357123
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,24,0.954625,0.6124,0.015074,0.0014379522763192654
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,25,0.953213,0.6233,0.015372,0.0014710063114762306
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,26,0.951937,0.6252,0.015667,0.0014993008226156235
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,27,0.950707,0.6364,0.015979,0.0015312368050217628
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,28,0.949505,0.6322,0.016227,0.001562826568260789
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,29,0.948403,0.6398,0.016477,0.0015903435414656997
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,30,0.947313,0.648,0.016729,0.0016218071104958653
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,31,0.946337,0.6561,0.016979,0.0016479004407301545
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,32,0.945344,0.6543,0.017216,0.0016779183642938733
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,33,0.944443,0.6493,0.017452,0.0017040995880961418
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,34,0.943595,0.6568,0.017638,0.0017322810599580407
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,35,0.942757,0.6652,0.017858,0.0017607125919312239
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,36,0.942006,0.6697,0.018028,0.0017872373573482037
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,37,0.941285,0.6753,0.018203,0.0018159195315092802
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,38,0.940632,0.676,0.018387,0.0018421353306621313
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,39,0.940023,0.6769,0.018534,0.0018710755975916982
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,40,0.939484,0.6776,0.018698,0.001896498491987586
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,41,0.939006,0.6757,0.018849,0.0019206146243959665
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,42,0.938585,0.687,0.018977,0.0019440777832642198
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,43,0.938222,0.6888,0.019098,0.0019696932286024094
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,44,0.937902,0.6883,0.019231,0.0019938636105507612
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,45,0.937641,0.6921,0.019353,0.0020190903451293707
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,46,0.937437,0.7019,0.019469,0.0020422162488102913
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,47,0.937284,0.7097,0.019559,0.00206735054962337
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,48,0.937186,0.7034,0.019629,0.002091510221362114
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l5,5.0,1,0.05,resnet18,49,0.937148,0.6996,0.019703,0.002117483876645565
