aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,19,1.006327,0.4641,0.011174,0.001259021577425301
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,20,1.006338,0.484,0.011329,0.0012903473107144237
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,21,1.006345,0.4846,0.011505,0.0013214058708399534
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,22,1.006356,0.5001,0.011694,0.0013511438155546784
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,23,1.006369,0.4799,0.01185,0.001381895039230585
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,24,1.00638,0.5002,0.012004,0.0014107865281403065
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,25,1.006394,0.4926,0.012176,0.001440336462110281
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,26,1.006397,0.5203,0.01231,0.0014669332886114717
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,27,1.006411,0.5081,0.01248,0.0014958446845412254
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,28,1.00642,0.5138,0.012623,0.0015229881973937154
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,29,1.00643,0.5256,0.012765,0.0015504376497119665
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,30,1.006443,0.5167,0.012906,0.001577839837409556
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,31,1.00645,0.5424,0.013048,0.0016032217536121607
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,32,1.006463,0.5227,0.013189,0.0016299766721203923
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,33,1.006469,0.5538,0.013312,0.0016543756937608123
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,34,1.00648,0.5416,0.013459,0.0016794083639979362
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,35,1.006488,0.5649,0.01357,0.0017051623435691
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,36,1.006499,0.5746,0.013708,0.001730722957290709
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,37,1.006511,0.5501,0.013864,0.001756604528054595
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,38,1.006517,0.5736,0.013978,0.0017788049299269915
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,39,1.006529,0.5602,0.014113,0.0018041254952549934
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,40,1.006542,0.5886,0.01424,0.0018287493148818612
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,41,1.006547,0.5821,0.014359,0.0018517784774303436
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,42,1.006555,0.5821,0.014464,0.001874361652880907
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,43,1.006562,0.5707,0.01461,0.0018970470409840345
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,44,1.006574,0.5923,0.014752,0.0019210217287763953
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,45,1.006581,0.5717,0.014852,0.0019434030400589108
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,46,1.006592,0.5972,0.014967,0.001965901581570506
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,47,1.006606,0.5906,0.015093,0.00199039070867002
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,48,1.006608,0.5967,0.015189,0.0020104108843952417
N/A,OneshotOurs,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,49,1.006623,0.5774,0.015316,0.0020335407461971045
