aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,0,0.2394,0.00040250737220048904
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,1,0.2949,0.0004945638356730342
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,2,0.3098,0.00056129798758775
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,3,0.3247,0.0006193504086695611
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,4,0.3407,0.0006712008616887033
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,5,0.3488,0.0007262603030540049
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,6,0.3564,0.0007735634571872652
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,7,0.3612,0.0008219977025873959
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,8,0.3864,0.0008632560493424535
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,9,0.4078,0.0009069086518138647
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,10,0.3734,0.0009470161749050021
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,11,0.4203,0.0009879227727651596
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,12,0.4289,0.0010277616092935205
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,13,0.4169,0.0010626092553138733
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,14,0.4441,0.0011004410916939378
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,15,0.4514,0.0011352237779647112
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,16,0.4393,0.0011710866820067167
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,17,0.4696,0.0012061328161507845
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,18,0.4451,0.0012368328170850873
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,19,0.4701,0.0012692487798631191
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,20,0.48,0.001302436226978898
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,21,0.4648,0.0013326463522389531
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,22,0.4883,0.0013643676647916436
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,23,0.4997,0.0013932142173871398
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,24,0.5056,0.0014218658907338977
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,25,0.4982,0.0014505727449432015
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,26,0.5113,0.0014802024234086275
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,27,0.5218,0.0015086100902408361
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,28,0.4888,0.0015352226328104734
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,29,0.5022,0.0015643587103113532
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,30,0.5236,0.0015919564757496119
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,31,0.4981,0.0016184515552595258
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,32,0.5256,0.0016449977410957217
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,33,0.5191,0.0016699907137081027
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,34,0.5634,0.0016955805476754904
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,35,0.5386,0.0017226447816938162
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,36,0.5434,0.0017474223859608173
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,37,0.5848,0.001771962153725326
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,38,0.5649,0.0017973555950447917
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,39,0.557,0.0018214365700259805
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,40,0.5483,0.0018458757549524307
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,41,0.5485,0.001867753453552723
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,42,0.5621,0.0018920080037787557
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,43,0.564,0.0019160406664013863
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,44,0.5632,0.0019386514322832227
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,45,0.5724,0.001960382331162691
