aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,model_variance_mean
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,0,1.0022008419036865,0.252,0.0005104505689814687
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,5,0.9727708697319031,0.427,0.0010475256713107228
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,11,0.9362642168998718,0.5391,0.00150031759403646
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,16,0.9048972725868225,0.5693,0.0018075404223054647
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,22,0.8673297166824341,0.6288,0.0021314402110874653
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,27,0.8366265892982483,0.6737,0.002374200150370598
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,33,0.8010926842689514,0.6705,0.0026400431524962187
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,38,0.7727521061897278,0.6921,0.0028454202692955732
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,44,0.7400677800178528,0.7042,0.0030773726757615805
ADVANCED IFFI,OneshotOursV6 with DRCL and Lambda Annealing,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,50,0.7093827128410339,0.7211,0.0032961885444819927
