aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,0,0.4362,0.0004963522078469396
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,5,0.6522,0.0014909793389961123
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,11,0.6811,0.0022343520540744066
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,16,0.6994,0.0026547156739979982
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,22,0.7064,0.0030745831318199635
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,27,0.7163,0.003378459485247731
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,33,0.7215,0.0037014386616647243
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,38,0.7213,0.003941472619771957
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,44,0.7256,0.004200569819658995
N/A,OneshotFedProto,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,50,0.7265,0.00442084576934576
