aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,0,0.2866,0.00036013536737300456
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,5,0.4478,0.0009429823257960379
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,11,0.5062,0.0014014304615557194
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,16,0.4869,0.0016608142759650946
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,22,0.5396,0.0019146563718095422
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,27,0.483,0.0020927805453538895
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,33,0.5097,0.0022722026333212852
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,38,0.5139,0.002406112151220441
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,44,0.5083,0.002539481967687607
N/A,OneshotFedProto,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,50,0.5268,0.002628334565088153
