aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,model_variance_mean
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,0,1.003981351852417,0.3948,0.000666496460326016
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,5,0.9915629029273987,0.6527,0.001637185807339847
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,11,0.97611004114151,0.7507,0.002421262441202998
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,16,0.963010847568512,0.7888,0.002939977217465639
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,22,0.9473296403884888,0.8135,0.0034772951621562243
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,27,0.9343338012695312,0.8359,0.003876489819958806
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,33,0.918813169002533,0.8518,0.004315746482461691
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,38,0.9060422778129578,0.8633,0.004655239637941122
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,44,0.8908956050872803,0.8722,0.005034917965531349
SIMPLE,OneshotOursV5 with Decoupled Representation and Classifier Learning (DRCL),CIFAR10_alpha0.5,5.0,1,0.05,resnet18,50,0.8758174180984497,0.8772,0.005392851307988167
