aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,0,0.3621,0.0004915722529403865
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,5,0.5808,0.0014883228577673435
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,11,0.6771,0.0022286034654825926
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,16,0.6891,0.0026480124797672033
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,22,0.6984,0.0030673195142298937
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,27,0.7008,0.0033706051763147116
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,33,0.7146,0.0036924376618117094
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,38,0.7224,0.003931673243641853
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,44,0.7343,0.004184625577181578
N/A,OneshotEnsemble,CIFAR10_alpha0.5,5.0,1,0.05,resnet18,50,0.7173,0.004402032122015953
