aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,0,0.1697,0.0003449125506449491
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,5,0.3396,0.0009365426376461983
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,11,0.4038,0.0013953947927802801
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,16,0.4135,0.0016535529866814613
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,22,0.4604,0.0019043557113036513
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,27,0.4727,0.002084313426166773
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,33,0.4336,0.00226571480743587
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,38,0.4349,0.0023973246570676565
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,44,0.4558,0.0025241891853511333
N/A,OneshotEnsemble,CIFAR10_alpha0.05,5.0,1,0.05,resnet18,50,0.466,0.0026277676224708557
