aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,0,0.198,0.00047299975994974375
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,5,0.5298,0.001340222079306841
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,11,0.5763,0.002014963887631893
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,16,0.6127,0.002394322073087096
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,22,0.6121,0.002772426465526223
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,27,0.5906,0.003043025266379118
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,33,0.5927,0.0033264842350035906
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,38,0.6535,0.0035374844446778297
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,44,0.6361,0.003756062127649784
N/A,OneshotEnsemble,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,50,0.6499,0.003932173363864422
