aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,0,0.2529,0.00040177584742195904
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,1,0.2885,0.0004922411753796041
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,2,0.3269,0.0005589636275544763
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,3,0.3224,0.0006193049484863877
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,4,0.3411,0.0006722614634782076
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,5,0.3617,0.0007264835294336081
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,6,0.3607,0.0007734578684903681
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,7,0.3697,0.0008212728425860405
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,8,0.3872,0.0008620068547315896
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,9,0.4088,0.0009046575287356973
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,10,0.3822,0.0009439503774046898
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,11,0.4264,0.000982768484391272
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,12,0.4378,0.0010224474826827645
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,13,0.4213,0.0010574720799922943
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,14,0.4377,0.0010948454728350043
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,15,0.4479,0.0011304531944915652
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,16,0.4188,0.0011656817514449358
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,17,0.4634,0.001202680403366685
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,18,0.4304,0.0012327790027484298
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,19,0.4663,0.001266390667296946
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,20,0.474,0.0012987180380150676
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,21,0.4692,0.0013296353863552213
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,22,0.4812,0.0013608766021206975
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,23,0.4932,0.0013890783302485943
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,24,0.4944,0.0014187986962497234
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,25,0.5005,0.0014479976380243897
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,26,0.5109,0.0014769600238651037
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,27,0.507,0.0015064103063195944
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,28,0.4851,0.0015331387985497713
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,29,0.5169,0.0015618978068232536
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,30,0.5296,0.0015895342221483588
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,31,0.511,0.001616559224203229
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,32,0.528,0.0016441292827948928
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,33,0.5187,0.0016681884881109
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,34,0.5598,0.0016940283821895719
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,35,0.5413,0.0017219086876139045
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,36,0.5459,0.0017465451965108514
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,37,0.5634,0.0017699261661618948
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,38,0.5677,0.0017955696675926447
