aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,0,0.2796942224953903,0.0007129919831641018
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,1,0.33278272894898586,0.0009109533857554197
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,2,0.37672864167178854,0.0011079221731051803
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,3,0.4143362015980332,0.0012812477070838213
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,4,0.4252458512599877,0.0014492423506453633
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,5,0.435579287031346,0.0015974006382748485
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,6,0.439420712968654,0.0017360136844217777
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,7,0.4444913952059004,0.0018640467897057533
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,8,0.44929317762753535,0.001988952048122883
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,9,0.4546711739397664,0.0021030311472713947
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,10,0.4582437000614628,0.002209533005952835
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,11,0.46761677934849416,0.002312765922397375
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,12,0.4656960663798402,0.002408302389085293
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,13,0.4760679164105716,0.0024996341671794653
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,14,0.46846189305470193,0.0025851172395050526
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,15,0.4864781807006761,0.0026656328700482845
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,16,0.48002458512599877,0.002743375953286886
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,17,0.47188076213890595,0.002821207046508789
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,18,0.48021665642286415,0.0028947878163307905
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,19,0.49028119237861095,0.002966848434880376
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,20,0.4866702519975415,0.003033691318705678
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,21,0.4876690227412416,0.0031020366586744785
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,22,0.4926628764597419,0.003171241609379649
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,23,0.49846342962507684,0.0032376092858612537
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,24,0.5245467117393977,0.003303970443084836
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,25,0.5171327596803934,0.0033666761592030525
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,26,0.5111017209588199,0.0034255743958055973
