aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,27,0.5102950215119852,0.0034864379558712244
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,28,0.5237784265519361,0.0035449531860649586
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,29,0.5130992624462201,0.0036024863366037607
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,30,0.5061462814996927,0.0036599370650947094
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,31,0.518861401352182,0.0037140201311558485
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,32,0.511639520590043,0.003768141381442547
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,33,0.5160955746773203,0.00382376741617918
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,34,0.5073371235402582,0.0038787326775491238
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,35,0.5110633066994469,0.0039315419271588326
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,36,0.5181315304240934,0.003982792608439922
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,37,0.519860172095882,0.004036289639770985
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,38,0.5079901659496004,0.004087611101567745
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,39,0.5124078057775046,0.0041392045095562935
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,40,0.5255838967424709,0.004191866144537926
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,41,0.5002304855562385,0.004240555223077536
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,42,0.5040719114935464,0.004289497621357441
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,43,0.5150968039336201,0.004336769226938486
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,44,0.5097956361401352,0.0043844133615493774
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,45,0.5115626920712969,0.004430673085153103
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,46,0.5128303626306084,0.004477802198380232
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,47,0.49823294406883833,0.00452447310090065
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,48,0.5041871542716656,0.004569974262267351
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,20.0,1,0.05,resnet18,49,0.510679164105716,0.004616390913724899
