aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,0,0.2389,0.0004030867712572217
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,1,0.2957,0.0004947612760588527
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,2,0.3109,0.0005620705196633935
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,3,0.3281,0.0006196527392603457
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,4,0.3465,0.0006723336991854012
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,5,0.3458,0.000728249317035079
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,6,0.3652,0.0007751011871732771
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,7,0.3806,0.0008218694129027426
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,8,0.3886,0.0008619487634859979
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,9,0.4112,0.0009056534618139267
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,10,0.3764,0.0009442933369427919
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,11,0.4279,0.0009833505610004067
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,12,0.4327,0.0010216973023489118
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,13,0.415,0.0010556040797382593
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,14,0.4402,0.001092701219022274
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,15,0.4399,0.0011271149851381779
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,16,0.4339,0.0011633672984316945
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,17,0.4759,0.0011989003978669643
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,18,0.4391,0.0012304318370297551
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,19,0.4703,0.0012625805102288723
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,20,0.4844,0.001294998568482697
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,21,0.472,0.0013255199883133173
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,22,0.4739,0.001356603461317718
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,23,0.5036,0.0013855915749445558
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,24,0.5045,0.0014155660755932331
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,25,0.5009,0.0014444151893258095
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,26,0.517,0.0014743825886398554
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,27,0.5216,0.0015039064455777407
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,28,0.502,0.0015306571731343865
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,29,0.5169,0.0015600241022184491
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,30,0.532,0.0015876617981120944
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,31,0.5116,0.001614164561033249
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,32,0.5389,0.0016414958517998457
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,33,0.5249,0.0016657207161188126
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,34,0.5631,0.001692153629846871
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,35,0.55,0.001719223102554679
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,36,0.5495,0.0017427236307412386
