aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,18,0.4647,0.001296906266361475
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,19,0.4706,0.001332540763542056
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,20,0.4741,0.0013671310152858496
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,21,0.4755,0.0014013927429914474
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,22,0.4974,0.0014361342182382941
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,23,0.5007,0.0014668444637209177
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,24,0.5085,0.0014992691576480865
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,25,0.5065,0.001530554611235857
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,26,0.5149,0.0015627122484147549
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,27,0.5366,0.0015928710345178843
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,28,0.4915,0.00162041699513793
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,29,0.5272,0.0016508892877027392
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,30,0.5383,0.0016792597016319633
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,31,0.5299,0.0017066373256966472
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,32,0.5434,0.001734550460241735
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,33,0.546,0.0017583545995876193
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,34,0.5732,0.0017844338435679674
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,35,0.5609,0.0018115249695256352
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,36,0.5581,0.0018356464570388198
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,37,0.5669,0.0018600018229335546
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,38,0.5656,0.001884847180917859
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,39,0.5621,0.0019080013735219836
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,40,0.5716,0.0019323300803080201
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,41,0.5603,0.0019533364102244377
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,42,0.5627,0.0019767184276133776
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,43,0.5745,0.001999750966206193
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,44,0.5822,0.002021233784034848
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,45,0.5789,0.002041200641542673
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,46,0.5925,0.002062426647171378
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,47,0.5764,0.002084040781483054
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,48,0.5824,0.002104259794577956
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,50.0,1,0.05,resnet18,49,0.5939,0.0021251796279102564
