aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,24,0.48413491087891825,0.003204924752935767
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,25,0.48601720958819916,0.0032732775434851646
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,26,0.48152274124154887,0.0033378053922206163
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,27,0.4847879532882606,0.0034032785333693027
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,28,0.48728488014751076,0.003466401482000947
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,29,0.4804855562384757,0.003529427805915475
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,30,0.4788337430854333,0.0035903332754969597
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,31,0.48248309772587583,0.0036489549092948437
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,32,0.4780654578979717,0.0037080382462590933
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,33,0.4888214505224339,0.0037656999193131924
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,34,0.4853257529194837,0.003824656130746007
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,35,0.48179164105716044,0.0038822197820991278
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,36,0.49043484941610327,0.003937536384910345
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,37,0.48839889366933004,0.003994776401668787
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,38,0.4780654578979717,0.004049910698086023
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,39,0.4861708666256915,0.0041050985455513
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,40,0.4915872771972956,0.004160452168434858
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,41,0.4856714812538414,0.004212292842566967
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,42,0.49189459127228025,0.004265048541128635
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,43,0.4979640442532268,0.004315014462918043
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,44,0.4905885064535956,0.004366463050246239
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,45,0.5023432698217578,0.0044160750694572926
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,46,0.5050322679778734,0.004465654958039522
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,47,0.5026505838967424,0.004514242056757212
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,48,0.5039950829748002,0.0045636920258402824
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,SVHN_alpha0.05,1.0,1,0.05,resnet18,49,0.5104102642901045,0.00461180554702878
